kind,task,machine_selectable,process_time,cost_count
10,0,"(11, 10)","(17, 15)","[[], [1]]"
10,1,"(10, 0)","(12, 12)","[[(10, 0)], [1]]"
10,2,"(11, 10, 9, 7, 6, 0, 1, 2, 4, 8, 5)","(20, 17, 15, 18, 16, 18, 18, 10, 19, 11, 20)","[[(10, 1)], [1]]"
10,3,"(9, 8, 3)","(18, 19, 11)","[[(10, 2)], [1]]"
10,4,"(5, 8, 6)","(16, 13, 14)","[[(10, 3)], [1]]"
10,5,"(8,)","(18,)","[[(10, 4)], [1]]"
11,0,"(5, 4)","(19, 16)","[[], [1]]"
11,1,"(11, 5, 8, 3, 6, 9, 10, 2, 0, 4, 7, 1)","(17, 16, 19, 19, 13, 10, 20, 10, 12, 14, 18, 19)","[[(11, 0)], [1]]"
11,2,"(8, 3, 10, 0, 5, 1, 7, 4, 11)","(14, 15, 11, 17, 14, 14, 16, 16, 16)","[[(11, 1)], [1]]"
11,3,"(6, 3, 11, 7, 2, 0, 5, 1, 8, 9, 4)","(10, 12, 20, 12, 13, 14, 15, 10, 10, 17, 16)","[[(11, 2)], [1]]"
11,4,"(3, 5, 1, 11, 0, 7, 6)","(12, 17, 19, 11, 20, 12, 15)","[[(11, 3)], [1]]"
11,5,"(6, 1, 5, 9, 0, 11, 4, 3, 2, 8, 10, 7)","(16, 10, 19, 17, 16, 17, 10, 11, 17, 12, 10, 10)","[[(11, 4)], [1]]"
12,0,"(16, 12, 17, 14, 13)","(19, 19, 12, 20, 15)","[[(6, 5), (0, 5)], [1, 1]]"
12,1,"(13, 12, 17)","(11, 18, 20)","[[(4, 5), (8, 5)], [2, 2]]"
12,2,"(15, 12, 17, 14, 13)","(15, 13, 16, 17, 11)","[[(12, 0), (12, 1)], [2, 1]]"
13,0,"(12, 15)","(10, 19)","[[(10, 5), (11, 5)], [2, 2]]"
13,1,"(16, 12)","(17, 19)","[[(3, 5), (5, 5)], [2, 1]]"
13,2,"(13, 12, 16, 15, 17, 14)","(20, 15, 20, 11, 20, 19)","[[(13, 0), (13, 1)], [2, 1]]"
14,0,"(14, 16, 12, 15, 13)","(14, 12, 16, 14, 20)","[[(2, 5), (9, 5)], [1, 2]]"
14,1,"(17, 12, 14, 13)","(11, 18, 13, 10)","[[(14, 0), (1, 5)], [1, 2]]"
14,2,"(17, 15, 13, 14, 12)","(16, 17, 15, 13, 17)","[[(14, 1), (7, 5)], [2, 1]]"
15,0,"(14, 12, 15)","(15, 20, 11)","[[(1, 5), (9, 5)], [1, 1]]"
15,1,"(13, 15, 14, 17)","(10, 10, 17, 14)","[[(15, 0), (4, 5)], [2, 1]]"
16,0,"(16, 14, 12, 13)","(10, 18, 20, 19)","[[(4, 5), (1, 5)], [1, 1]]"
16,1,"(13, 16, 15, 14, 17, 12)","(19, 13, 13, 11, 20, 18)","[[(16, 0), (10, 5)], [1, 1]]"
17,0,"(16, 15, 14, 13, 12, 17)","(18, 16, 18, 14, 11, 12)","[[(7, 5), (8, 5)], [1, 1]]"
17,1,"(14, 13, 12, 17, 16, 15)","(16, 19, 16, 11, 11, 16)","[[(1, 5), (5, 5)], [2, 2]]"
17,2,"(12, 15, 13)","(11, 11, 16)","[[(17, 0), (17, 1)], [1, 1]]"
